Volcano Name,Eruption Type,Start Date,Max. VEI
Lopevi,Confirmed Eruption,1967 Jan 27,3
Ulawun,Confirmed Eruption,1967 Jan 22,2
Langila,Confirmed Eruption,1967 Jan 19,2
Ebeko,Confirmed Eruption,1967 Jan 16,1
Merapi,Confirmed Eruption,1967 Jan 12,2
San Miguel,Confirmed Eruption,1967 Jan 5,2
Poas,Confirmed Eruption,1967 Jan 1,1
Kuchinoerabujima,Confirmed Eruption,1966 Nov 22,2
Whakaari/White Island,Confirmed Eruption,1966 Nov 13,3
Rincon de la Vieja,Confirmed Eruption,1966 Nov 6,3
Izalco,Confirmed Eruption,1966 Oct 28,0
Redoubt,Confirmed Eruption,1966 Oct 7,3
Lokon-Empung,Confirmed Eruption,1966 Sep 24,2
Matthew Island,Uncertain Eruption,1966 Aug 16,--
Awu,Confirmed Eruption,1966 Aug 12,4
Fuego,Confirmed Eruption,1966 Aug 12,3
San Miguel,Confirmed Eruption,1966 Jul 16,2
Taal,Confirmed Eruption,1966 Jul 5,3
Slamet,Confirmed Eruption,1966 Jul 2,2
Gaua,Confirmed Eruption,1966 Jul 2,2
Trident,Confirmed Eruption,1966 Jul 2,0
Reykjanes,Uncertain Eruption,1966 Jul 2,0
Telica,Confirmed Eruption,1966 Jun 16,1
Akan,Confirmed Eruption,1966 Jun 15,1
Kerinci,Confirmed Eruption,1966 Jun 9,2
Pagan,Discredited Eruption,1966 May 23,--
Soputan,Confirmed Eruption,1966 May 21,3
Azumayama,Uncertain Eruption,1966 May 16,1
Kick 'em Jenny,Confirmed Eruption,1966 May 5,0
Batur,Confirmed Eruption,1966 Apr 28,1
Kelut,Confirmed Eruption,1966 Apr 26,4
Ruby,Confirmed Eruption,1966 Apr 21,0
Rumble IV,Discredited Eruption,1966 Apr 16,--
Tolbachik,Confirmed Eruption,1966 Apr 15,2
Ruapehu,Confirmed Eruption,1966 Apr 4,1
Rinjani,Confirmed Eruption,1966 Mar 28,1
Bagana,Confirmed Eruption,1966 Mar 20,3
Kavachi,Confirmed Eruption,1966 Mar 19,2
Marapi,Confirmed Eruption,1966 Mar 16,1
"Fournaise, Piton de la",Confirmed Eruption,1966 Mar 15,2
Pavlof,Confirmed Eruption,1966 Mar 15,2
Rocard,Confirmed Eruption,1966 Mar 9,0
Sangeang Api,Confirmed Eruption,1966 Feb 28,2
San Miguel,Confirmed Eruption,1966 Feb 22,2
Fuego,Confirmed Eruption,1966 Feb 7,3
Redoubt,Confirmed Eruption,1966 Jan 24,3
Etna,Confirmed Eruption,1966 Jan 10,2
Kilauea,Confirmed Eruption,1965 Dec 24,0
Kavachi,Confirmed Eruption,1965 Dec 11,2
Sarychev Peak,Confirmed Eruption,1965 Dec 9,2
Izu-Oshima,Confirmed Eruption,1965 Nov 25,1
Tinakula,Confirmed Eruption,1965 Nov 23,3
Izu-Torishima,Confirmed Eruption,1965 Nov 13,0
Sirung,Confirmed Eruption,1965 Nov 2,1
Kick 'em Jenny,Confirmed Eruption,1965 Oct 24,0
Tangkuban Parahu,Confirmed Eruption,1965 Oct 16,1
Masaya,Confirmed Eruption,1965 Oct 10,1
Taal,Confirmed Eruption,1965 Sep 28,4
Gaua,Confirmed Eruption,1965 Sep 27,3
Rinjani,Confirmed Eruption,1965 Sep 16,0
Batur,Confirmed Eruption,1965 Aug 18,1
Ebeko,Confirmed Eruption,1965 Aug 16,1
Klyuchevskoy,Confirmed Eruption,1965 Aug 16,3
Suretamatai,Confirmed Eruption,1965 Aug 9,2
Karthala,Confirmed Eruption,1965 Jul 12,2
Lokon-Empung,Confirmed Eruption,1965 Jul 10,1
Pacaya,Confirmed Eruption,1965 Jul 4,3
"Chillan, Nevados de",Uncertain Eruption,1965 Jul 2,--
Krakatau,Confirmed Eruption,1965 Jul 2,1
Manam,Confirmed Eruption,1965 Jul 2,2
Tolbachik,Confirmed Eruption,1965 Jul 2,1
Southern EPR-Segment K,Confirmed Eruption,1965 Jul 2,0
San Miguel,Confirmed Eruption,1965 Jun 14,2
Asamayama,Confirmed Eruption,1965 May 23,2
Karymsky,Confirmed Eruption,1965 May 15,3
Akan,Confirmed Eruption,1965 May 15,1
Sirung,Confirmed Eruption,1965 May 7,1
Karangetang,Confirmed Eruption,1965 Apr 5,2
Bezymianny,Confirmed Eruption,1965 Mar 9,3
Kilauea,Confirmed Eruption,1965 Mar 5,0
Tangkuban Parahu,Confirmed Eruption,1965 Feb 16,1
Redoubt,Discredited Eruption,1965 Jan 29,--
Telica,Confirmed Eruption,1965 Jan 16,1
Poas,Confirmed Eruption,1964 Dec 25,2
Bezymianny,Confirmed Eruption,1964 Dec 25,1
"Fournaise, Piton de la",Confirmed Eruption,1964 Dec 21,2
Dieng Volcanic Complex,Confirmed Eruption,1964 Dec 13,1
Langila,Confirmed Eruption,1964 Dec 4,2
Raoul Island,Confirmed Eruption,1964 Nov 19,2
Sheveluch,Confirmed Eruption,1964 Nov 12,4
San Miguel,Confirmed Eruption,1964 Oct 23,2
Asosan,Confirmed Eruption,1964 Oct 16,2
Tupungatito,Confirmed Eruption,1964 Aug 3,2
Kerinci,Confirmed Eruption,1964 Jul 8,2
Southern EPR at 8°S,Confirmed Eruption,1964 Jul 2,0
Llaima,Confirmed Eruption,1964 Jul 2,2
"Negro, Cerro",Uncertain Eruption,1964 Jul 2,2
Bezymianny,Confirmed Eruption,1964 Jun 25,2
Akan,Confirmed Eruption,1964 Jun 18,1
Trident,Confirmed Eruption,1964 May 31,3
Asosan,Confirmed Eruption,1964 May 14,1
"Fournaise, Piton de la",Confirmed Eruption,1964 Apr 30,2
Bagana,Confirmed Eruption,1964 Apr 24,2
Esmeralda Bank,Uncertain Eruption,1964 Apr 14,2
Kiska,Confirmed Eruption,1964 Mar 18,0
Tolbachik,Confirmed Eruption,1964 Mar 16,2
Nila,Confirmed Eruption,1964 Mar 16,1
Westdahl,Confirmed Eruption,1964 Mar 10,2
Villarrica,Confirmed Eruption,1964 Mar 2,2
Sao Jorge,Uncertain Eruption,1964 Feb 18,0
Ambrym,Confirmed Eruption,1964 Feb 16,2
Dempo,Confirmed Eruption,1964 Feb 14,2
Sirung,Confirmed Eruption,1964 Feb 8,1
Chikurachki,Confirmed Eruption,1964 Feb 1,2
Sangeang Api,Confirmed Eruption,1964 Jan 29,2
Paluweh,Confirmed Eruption,1963 Dec 31,2
Shishaldin,Confirmed Eruption,1963 Dec 28,2
Lokon-Empung,Confirmed Eruption,1963 Dec 17,2
Pico,Uncertain Eruption,1963 Dec 15,0
Kavachi,Confirmed Eruption,1963 Dec 14,2
Manam,Confirmed Eruption,1963 Nov 26,2
Nasudake,Confirmed Eruption,1963 Nov 20,1
Erebus,Confirmed Eruption,1963 Nov 16,0
Klyuchevskoy,Confirmed Eruption,1963 Nov 13,1
Asosan,Confirmed Eruption,1963 Nov 10,2
Vestmannaeyjar,Confirmed Eruption,1963 Nov 8,3
"Fournaise, Piton de la",Confirmed Eruption,1963 Nov 7,2
Fukutoku-Oka-no-Ba,Uncertain Eruption,1963 Oct 27,0
Trident,Confirmed Eruption,1963 Oct 17,3
Augustine,Confirmed Eruption,1963 Oct 11,2
Kilauea,Confirmed Eruption,1963 Oct 5,0
Fuego,Confirmed Eruption,1963 Sep 28,3
Gaua,Confirmed Eruption,1963 Sep 15,2
Matthew Island,Uncertain Eruption,1963 Sep 11,0
Batur,Confirmed Eruption,1963 Sep 5,2
Ambrym,Confirmed Eruption,1963 Aug 30,2
Kilauea,Confirmed Eruption,1963 Aug 21,0
Kerinci,Confirmed Eruption,1963 Jul 16,2
Niigata-Yakeyama,Confirmed Eruption,1963 Jul 10,1
Nasudake,Uncertain Eruption,1963 Jul 10,1
Lopevi,Confirmed Eruption,1963 Jul 7,3
Talang,Confirmed Eruption,1963 Jul 2,2
Colima,Confirmed Eruption,1963 Jul 2,1
Poas,Confirmed Eruption,1963 May 23,2
Bezymianny,Confirmed Eruption,1963 May 16,1
Concepcion,Confirmed Eruption,1963 May 9,1
Asosan,Confirmed Eruption,1963 Apr 21,1
"Negra, Sierra",Confirmed Eruption,1963 Apr 13,2
Trident,Confirmed Eruption,1963 Apr 1,3
Ulawun,Confirmed Eruption,1963 Mar 17,2
"Negro, Cerro",Confirmed Eruption,1963 Mar 16,1
Irazu,Confirmed Eruption,1963 Mar 13,3
Ebeko,Confirmed Eruption,1963 Mar 8,1
Wolf,Confirmed Eruption,1963 Mar 4,0
Villarrica,Confirmed Eruption,1963 Feb 25,3
Agung,Confirmed Eruption,1963 Feb 18,5
Manam,Confirmed Eruption,1963 Feb 15,2
Niigata-Yakeyama,Confirmed Eruption,1963 Feb 14,1
Amukta,Confirmed Eruption,1963 Feb 13,3
Rumble III,Confirmed Eruption,1963 Jan 16,0
Gamalama,Confirmed Eruption,1962 Dec 31,2
Whakaari/White Island,Confirmed Eruption,1962 Dec 15,3
Kilauea,Confirmed Eruption,1962 Dec 7,0
Akutan,Confirmed Eruption,1962 Nov 5,2
Bezymianny,Confirmed Eruption,1962 Oct 21,2
Miyakejima,Confirmed Eruption,1962 Aug 24,2
Tolbachik,Confirmed Eruption,1962 Aug 16,1
Irazu,Discredited Eruption,1962 Aug 9,--
Fuego,Confirmed Eruption,1962 Aug 4,3
Lopevi,Confirmed Eruption,1962 Jul 16,0
Gaua,Confirmed Eruption,1962 Jul 16,2
Karkar,Uncertain Eruption,1962 Jul 2,2
Fukutoku-Oka-no-Ba,Uncertain Eruption,1962 Jul 1,0
Tokachidake,Confirmed Eruption,1962 Jun 29,3
Yakedake,Confirmed Eruption,1962 Jun 17,2
Concepcion,Confirmed Eruption,1962 Jun 16,2
Trident,Confirmed Eruption,1962 Jun 9,3
Tongariro,Confirmed Eruption,1962 May 24,2
Akan,Confirmed Eruption,1962 Apr 28,1
Manam,Confirmed Eruption,1962 Apr 16,2
Lokon-Empung,Confirmed Eruption,1962 Apr 16,1
"Negro, Cerro",Confirmed Eruption,1962 Mar 21,2
Langila,Confirmed Eruption,1962 Mar 16,2
Niigata-Yakeyama,Confirmed Eruption,1962 Mar 14,1
Protector Seamounts,Confirmed Eruption,1962 Mar 5,0
Bagana,Confirmed Eruption,1962 Feb 15,2
Karangetang,Confirmed Eruption,1962 Jan 29,2
Kiska,Confirmed Eruption,1962 Jan 24,3
Izu-Oshima,Confirmed Eruption,1962 Jan 16,1
Kavachi,Confirmed Eruption,1962 Jan 16,2
Telica,Confirmed Eruption,1962 Jan 16,1
Planchon-Peteroa,Confirmed Eruption,1962 Jan 16,1
Concepcion,Uncertain Eruption,1961 Nov 28,2
Askja,Confirmed Eruption,1961 Oct 26,2
"Negro, Cerro",Confirmed Eruption,1961 Oct 25,1
Bezymianny,Confirmed Eruption,1961 Oct 18,3
Lautaro,Confirmed Eruption,1961 Oct 16,2
Tristan da Cunha,Confirmed Eruption,1961 Oct 10,2
Karangetang,Confirmed Eruption,1961 Oct 9,2
Kilauea,Confirmed Eruption,1961 Sep 22,1
Asamayama,Confirmed Eruption,1961 Aug 18,2
Ambrym,Confirmed Eruption,1961 Aug 15,3
Tokachidake,Confirmed Eruption,1961 Aug 14,1
Bagana,Confirmed Eruption,1961 Jul 26,2
Manam,Confirmed Eruption,1961 Jul 16,2
Tangkuban Parahu,Confirmed Eruption,1961 Jul 16,1
Kilauea,Confirmed Eruption,1961 Jul 10,1
Colima,Confirmed Eruption,1961 Jul 2,1
Izu-Oshima,Uncertain Eruption,1961 Jul 2,--
Long Island,Uncertain Eruption,1961 Jul 2,--
Villarrica,Confirmed Eruption,1961 Jul 2,1
Copahue,Confirmed Eruption,1961 Jul 2,2
Trident,Confirmed Eruption,1961 Jun 30,2
Bezymianny,Confirmed Eruption,1961 May 21,2
Lokon-Empung,Confirmed Eruption,1961 May 19,2
Tupungatito,Confirmed Eruption,1961 May 5,2
Chikurachki,Confirmed Eruption,1961 May 2,1
Merapi,Confirmed Eruption,1961 Apr 11,3
"Fournaise, Piton de la",Confirmed Eruption,1961 Apr 5,0
Kavachi,Confirmed Eruption,1961 Mar 28,2
Bezymianny,Confirmed Eruption,1961 Mar 25,3
Tolbachik,Confirmed Eruption,1961 Mar 24,2
Fernandina,Confirmed Eruption,1961 Mar 21,2
Pacaya,Confirmed Eruption,1961 Mar 11,2
Kilauea,Confirmed Eruption,1961 Mar 3,1
Karangetang,Confirmed Eruption,1961 Feb 28,2
Kilauea,Confirmed Eruption,1961 Feb 24,1
Calbuco,Confirmed Eruption,1961 Feb 1,3
Gorely,Confirmed Eruption,1961 Jan 16,2
Langila,Confirmed Eruption,1960 Dec 19,2
Slamet,Confirmed Eruption,1960 Dec 16,2
Mutnovsky,Confirmed Eruption,1960 Dec 16,2
Klyuchevskoy,Confirmed Eruption,1960 Dec 16,3
San Pedro-San Pablo,Confirmed Eruption,1960 Dec 2,2
Guallatiri,Confirmed Eruption,1960 Dec 2,2
Chirpoi,Confirmed Eruption,1960 Oct 20,2
Okmok,Confirmed Eruption,1960 Oct 15,3
Nasudake,Confirmed Eruption,1960 Oct 10,1
"Negro, Cerro",Confirmed Eruption,1960 Sep 28,3
Ketoi,Confirmed Eruption,1960 Sep 27,2
Ambrym,Confirmed Eruption,1960 Sep 17,1
Akan,Confirmed Eruption,1960 Sep 16,1
Asosan,Confirmed Eruption,1960 Sep 16,1
Sarychev Peak,Confirmed Eruption,1960 Aug 30,3
Ulawun,Confirmed Eruption,1960 Jul 29,2
Myojinsho,Confirmed Eruption,1960 Jul 21,2
Epi,Confirmed Eruption,1960 Jul 16,0
Kerinci,Confirmed Eruption,1960 Jul 16,2
Tupungatito,Confirmed Eruption,1960 Jul 15,2
Planchon-Peteroa,Confirmed Eruption,1960 Jul 10,1
Lopevi,Confirmed Eruption,1960 Jul 10,3
Suwanosejima,Confirmed Eruption,1960 Jul 2,0
Pavlof,Confirmed Eruption,1960 Jul 2,2
San Jose,Confirmed Eruption,1960 Jul 2,2
Copahue,Confirmed Eruption,1960 Jul 2,--
Llaima,Uncertain Eruption,1960 Jul 2,--
Isluga,Uncertain Eruption,1960 Jul 2,2
Villarrica,Uncertain Eruption,1960 Jul 2,1
Fukutoku-Oka-no-Ba,Uncertain Eruption,1960 Jul 1,0
Reventador,Confirmed Eruption,1960 Jun 16,3
Puyehue-Cordon Caulle,Confirmed Eruption,1960 May 24,3
Bam,Confirmed Eruption,1960 Apr 28,2
Karymsky,Confirmed Eruption,1960 Apr 16,3
Bezymianny,Confirmed Eruption,1960 Apr 13,2
"Lengai, Ol Doinyo",Confirmed Eruption,1960 Mar 16,3
Sirung,Confirmed Eruption,1960 Mar 13,2
Erta Ale,Confirmed Eruption,1960 Jan 16,0
Asosan,Confirmed Eruption,1960 Jan 16,2
Kilauea,Confirmed Eruption,1960 Jan 13,2
"Fournaise, Piton de la",Confirmed Eruption,1960 Jan 11,2
Lautaro,Confirmed Eruption,1959 Dec 28,2
Manam,Confirmed Eruption,1959 Dec 16,2
Krakatau,Confirmed Eruption,1959 Dec 16,2
Whakaari/White Island,Confirmed Eruption,1959 Dec 14,2
Lascar,Confirmed Eruption,1959 Nov 16,2
Kilauea,Confirmed Eruption,1959 Nov 14,2
Planchon-Peteroa,Confirmed Eruption,1959 Nov 6,1
Etna,Confirmed Eruption,1959 Oct 17,3
Izu-Oshima,Confirmed Eruption,1959 Oct 16,1
Tupungatito,Confirmed Eruption,1959 Oct 16,2
Bezymianny,Confirmed Eruption,1959 Oct 15,1
Kuwae,Confirmed Eruption,1959 Sep 18,2
Fukujin,Uncertain Eruption,1959 Aug 16,0
Tokachidake,Confirmed Eruption,1959 Aug 15,1
Asosan,Confirmed Eruption,1959 Jul 16,1
Kasuga 1,Confirmed Eruption,1959 Jul 15,0
Guallatiri,Confirmed Eruption,1959 Jul 15,2
San Jose,Confirmed Eruption,1959 Jul 2,2
Kverkfjoll,Confirmed Eruption,1959 Jul 2,1
Kita-Fukutokutai,Uncertain Eruption,1959 Jul 2,0
Zhupanovsky,Confirmed Eruption,1959 Jul 2,2
Myojinsho,Confirmed Eruption,1959 Jul 2,0
Tolbachik,Confirmed Eruption,1959 Jul 2,2
Traitor's Head,Uncertain Eruption,1959 Jul 2,--
Bagana,Confirmed Eruption,1959 Jul 2,2
Niuafo'ou,Uncertain Eruption,1959 Jul 2,--
Fukutoku-Oka-no-Ba,Uncertain Eruption,1959 Jul 1,0
"Azul, Cerro",Confirmed Eruption,1959 Jun 29,2
Manam,Confirmed Eruption,1959 Jun 16,2
Io-Torishima,Confirmed Eruption,1959 Jun 8,2
Tongariro,Confirmed Eruption,1959 Jun 1,2
Ruapehu,Confirmed Eruption,1959 May 21,1
Akan,Confirmed Eruption,1959 May 15,1
Ambrym,Confirmed Eruption,1959 Apr 16,2
Bam,Confirmed Eruption,1959 Apr 2,2
Tupungatito,Confirmed Eruption,1959 Mar 26,2
Etna,Confirmed Eruption,1959 Mar 23,1
"Fournaise, Piton de la",Confirmed Eruption,1959 Mar 11,2
Kirishimayama,Confirmed Eruption,1959 Feb 13,2
Cameroon,Confirmed Eruption,1959 Jan 23,2
Izu-Oshima,Confirmed Eruption,1959 Jan 16,1
Klyuchevskoy,Confirmed Eruption,1959 Jan 3,1
Kusatsu-Shiranesan,Confirmed Eruption,1958 Dec 31,1
Tofua,Confirmed Eruption,1958 Dec 31,2
Bezymianny,Confirmed Eruption,1958 Dec 28,2
Whakaari/White Island,Confirmed Eruption,1958 Dec 16,1
Kavachi,Confirmed Eruption,1958 Nov 21,0
Ambrym,Confirmed Eruption,1958 Nov 18,2
Etna,Confirmed Eruption,1958 Nov 16,1
Reventador,Confirmed Eruption,1958 Nov 16,3
Villarrica,Confirmed Eruption,1958 Nov 6,1
Tongariro,Confirmed Eruption,1958 Nov 5,2
Marapi,Confirmed Eruption,1958 Oct 17,1
Kuwae,Confirmed Eruption,1958 Oct 7,2
Tokachidake,Confirmed Eruption,1958 Oct 4,1
Asamayama,Confirmed Eruption,1958 Oct 3,2
Krakatau,Confirmed Eruption,1958 Oct 2,2
Epi,Confirmed Eruption,1958 Sep 16,2
Fernandina,Confirmed Eruption,1958 Sep 16,2
Slamet,Confirmed Eruption,1958 Sep 13,2
Bam,Confirmed Eruption,1958 Sep 5,2
Fukujin,Uncertain Eruption,1958 Aug 16,0
Okmok,Confirmed Eruption,1958 Aug 14,3
Nyamulagira,Confirmed Eruption,1958 Aug 7,2
Tolbachik,Confirmed Eruption,1958 Jul 13,2
Mahawu,Confirmed Eruption,1958 Jul 12,2
Rumble III,Confirmed Eruption,1958 Jul 9,0
Sangeang Api,Confirmed Eruption,1958 Jul 2,1
Moyorodake [Medvezhia],Confirmed Eruption,1958 Jul 2,1
Myojinsho,Confirmed Eruption,1958 Jul 2,0
Poas,Confirmed Eruption,1958 Jul 2,2
Fukutoku-Oka-no-Ba,Uncertain Eruption,1958 Jul 1,0
Marapi,Confirmed Eruption,1958 Jun 23,1
"Fournaise, Piton de la",Confirmed Eruption,1958 May 30,2
Chikurachki,Confirmed Eruption,1958 May 26,2
Bezymianny,Confirmed Eruption,1958 May 21,1
Klyuchevskoy,Confirmed Eruption,1958 May 18,1
Pavlof,Confirmed Eruption,1958 May 17,2
Langila,Confirmed Eruption,1958 Apr 21,2
Slamet,Confirmed Eruption,1958 Apr 17,2
Izu-Oshima,Confirmed Eruption,1958 Apr 17,1
Bam,Confirmed Eruption,1958 Mar 11,2
Akan,Confirmed Eruption,1958 Feb 23,1
Lokon-Empung,Confirmed Eruption,1958 Feb 19,2
"Lengai, Ol Doinyo",Confirmed Eruption,1958 Feb 6,1
Ulawun,Confirmed Eruption,1958 Feb 1,2
Bezymianny,Confirmed Eruption,1958 Jan 16,1
Tupungatito,Confirmed Eruption,1958 Jan 16,2
Nyamulagira,Confirmed Eruption,1957 Dec 28,0
Whakaari/White Island,Confirmed Eruption,1957 Dec 11,2
Zavaritzki Caldera,Confirmed Eruption,1957 Nov 12,3
Bam,Confirmed Eruption,1957 Oct 26,1
Rasshua,Confirmed Eruption,1957 Oct 16,1
Asosan,Confirmed Eruption,1957 Oct 16,2
Fayal,Confirmed Eruption,1957 Sep 27,2
"Negro, Cerro",Confirmed Eruption,1957 Sep 4,2
"Fournaise, Piton de la",Confirmed Eruption,1957 Sep 2,2
Ambrym,Confirmed Eruption,1957 Aug 26,1
Etna,Confirmed Eruption,1957 Aug 25,2
Tokachidake,Uncertain Eruption,1957 Aug 20,1
Izu-Oshima,Confirmed Eruption,1957 Aug 16,1
Visoke,Confirmed Eruption,1957 Aug 1,1
Bezymianny,Confirmed Eruption,1957 Jul 31,2
Klyuchevskoy,Confirmed Eruption,1957 Jul 2,1
Trident,Confirmed Eruption,1957 Jul 2,2
Akita-Yakeyama,Confirmed Eruption,1957 Jul 2,1
Corbetti Caldera,Discredited Eruption,1957 Jul 2,--
Sangeang Api,Confirmed Eruption,1957 Jul 2,1
Purace,Confirmed Eruption,1957 Jul 2,2
"Negra, Sierra",Confirmed Eruption,1957 Jul 2,--
Erebus,Uncertain Eruption,1957 Jul 2,--
Fonualei,Confirmed Eruption,1957 Jun 16,--
Chikurachki,Confirmed Eruption,1957 May 16,2
Colima,Confirmed Eruption,1957 May 14,1
Myojinsho,Confirmed Eruption,1957 May 2,0
Asosan,Confirmed Eruption,1957 Apr 12,1
Ioto,Confirmed Eruption,1957 Mar 28,1
Concepcion,Confirmed Eruption,1957 Mar 27,2
Gede-Pangrango,Confirmed Eruption,1957 Mar 13,2
Vsevidof,Uncertain Eruption,1957 Mar 11,2
Akan,Confirmed Eruption,1957 Feb 26,1
Fuego,Confirmed Eruption,1957 Feb 19,3
Slamet,Confirmed Eruption,1957 Feb 8,2
Kavachi,Confirmed Eruption,1957 Feb 8,0
Etna,Confirmed Eruption,1957 Feb 5,2
Dzenzursky,Discredited Eruption,1957 Jan 28,--
Tangkuban Parahu,Confirmed Eruption,1957 Jan 16,1
Zhupanovsky,Confirmed Eruption,1956 Dec 27,2
Asosan,Confirmed Eruption,1956 Dec 21,1
Koryaksky,Confirmed Eruption,1956 Dec 16,3
Sangeang Api,Confirmed Eruption,1956 Dec 16,1
Manam,Confirmed Eruption,1956 Dec 8,3
Ruapehu,Confirmed Eruption,1956 Nov 18,1
Nyamulagira,Confirmed Eruption,1956 Nov 17,1
Suwanosejima,Confirmed Eruption,1956 Nov 16,2
Soufriere Guadeloupe,Confirmed Eruption,1956 Oct 19,1
Villarrica,Confirmed Eruption,1956 Oct 3,1
Tolbachik,Confirmed Eruption,1956 Sep 28,2
Trident,Confirmed Eruption,1956 Sep 8,2
Izu-Oshima,Uncertain Eruption,1956 Aug 25,1
Asosan,Confirmed Eruption,1956 Aug 16,2
Bouvet,Discredited Eruption,1956 Jul 15,--
Purace,Confirmed Eruption,1956 Jul 2,2
Bagana,Confirmed Eruption,1956 Jul 2,2
Matthew Island,Confirmed Eruption,1956 Jul 2,0
Tengger Caldera,Confirmed Eruption,1956 Jun 16,2
Tokachidake,Confirmed Eruption,1956 Jun 16,1
Dieng Volcanic Complex,Confirmed Eruption,1956 Jun 2,1
Karthala,Confirmed Eruption,1956 Jun 1,2
Ubinas,Confirmed Eruption,1956 May 16,2
Gede-Pangrango,Confirmed Eruption,1956 Apr 28,2
Fukutoku-Oka-no-Ba,Uncertain Eruption,1956 Apr 1,0
Langila,Confirmed Eruption,1956 Mar 25,2
Kaba,Confirmed Eruption,1956 Mar 22,2
Akan,Confirmed Eruption,1956 Mar 18,1
Karymsky,Confirmed Eruption,1956 Mar 16,1
Veniaminof,Confirmed Eruption,1956 Mar 16,3
Raung,Confirmed Eruption,1956 Feb 13,3
Klyuchevskoy,Confirmed Eruption,1956 Jan 16,2
Tongariro,Confirmed Eruption,1956 Jan 11,2
Bristol Island,Confirmed Eruption,1956 Jan 11,3
Asosan,Confirmed Eruption,1956 Jan 3,2
Izu-Oshima,Confirmed Eruption,1956 Jan 3,1
Tengger Caldera,Confirmed Eruption,1955 Dec 29,2
Asamayama,Discredited Eruption,1955 Dec 16,--
Akan,Confirmed Eruption,1955 Nov 19,1
Slamet,Confirmed Eruption,1955 Nov 12,2
Bezymianny,Confirmed Eruption,1955 Oct 22,5
Llaima,Confirmed Eruption,1955 Oct 22,3
Aira,Confirmed Eruption,1955 Oct 13,3
Tolbachik,Confirmed Eruption,1955 Oct 6,2
Tinakula,Uncertain Eruption,1955 Aug 16,2
Carran-Los Venados,Confirmed Eruption,1955 Jul 27,4
Fuego,Confirmed Eruption,1955 Jul 26,1
Asosan,Confirmed Eruption,1955 Jul 25,1
Gede-Pangrango,Uncertain Eruption,1955 Jul 21,1
Shishaldin,Confirmed Eruption,1955 Jul 16,2
"Fournaise, Piton de la",Confirmed Eruption,1955 Jul 6,2
Ambrym,Confirmed Eruption,1955 Jul 2,2
Sangeang Api,Confirmed Eruption,1955 Jul 2,1
Chirinkotan,Confirmed Eruption,1955 Jul 2,2
Karymsky,Confirmed Eruption,1955 Jul 2,2
Reventador,Confirmed Eruption,1955 Jul 2,2
Erebus,Confirmed Eruption,1955 Jul 2,2
Katla,Uncertain Eruption,1955 Jun 25,0
Myojinsho,Confirmed Eruption,1955 Jun 25,0
Long Island,Confirmed Eruption,1955 Jun 5,3
Langila,Confirmed Eruption,1955 Jun 1,2
Etna,Confirmed Eruption,1955 Apr 5,2
Fukutoku-Oka-no-Ba,Uncertain Eruption,1955 Apr 1,0
Kilauea,Confirmed Eruption,1955 Feb 28,0
Langila,Confirmed Eruption,1955 Feb 15,2
Krakatau,Confirmed Eruption,1955 Feb 11,2
"Lengai, Ol Doinyo",Confirmed Eruption,1955 Jan 19,2
Raung,Confirmed Eruption,1955 Jan 18,2
Whakaari/White Island,Confirmed Eruption,1955 Jan 16,2
Tolbachik,Confirmed Eruption,1955 Jan 7,2
Dieng Volcanic Complex,Confirmed Eruption,1954 Dec 6,0
Shikotsu,Confirmed Eruption,1954 Nov 19,1
Aira,Uncertain Eruption,1954 Nov 16,1
"Negra, Sierra",Confirmed Eruption,1954 Nov 9,2
Alcedo,Discredited Eruption,1954 Nov 9,--
Sangeang Api,Confirmed Eruption,1954 Nov 4,2
Myojinsho,Confirmed Eruption,1954 Nov 4,0
"Pilas, Las",Confirmed Eruption,1954 Oct 29,2
San Miguel,Confirmed Eruption,1954 Oct 21,2
Matthew Island,Confirmed Eruption,1954 Oct 16,2
Tokachidake,Confirmed Eruption,1954 Sep 16,1
Sarychev Peak,Confirmed Eruption,1954 Aug 16,2
Marapi,Confirmed Eruption,1954 Aug 16,2
Bam,Confirmed Eruption,1954 Aug 3,2
"Lengai, Ol Doinyo",Confirmed Eruption,1954 Jul 26,2
Grimsvotn,Uncertain Eruption,1954 Jul 16,1
Ambrym,Confirmed Eruption,1954 Jul 2,2
Suwanosejima,Confirmed Eruption,1954 Jul 2,0
Spurr,Discredited Eruption,1954 Jul 2,--
Cameroon,Confirmed Eruption,1954 Jun 28,2
Lascar,Confirmed Eruption,1954 Jun 16,2
Kilauea,Confirmed Eruption,1954 May 31,0
Klyuchevskoy,Confirmed Eruption,1954 May 28,2
Asosan,Confirmed Eruption,1954 May 26,1
Langila,Confirmed Eruption,1954 May 18,3
Manam,Confirmed Eruption,1954 May 16,2
Tongariro,Confirmed Eruption,1954 May 13,3
Shikotsu,Confirmed Eruption,1954 May 2,1
Sangeang Api,Confirmed Eruption,1954 Apr 26,2
Heard,Confirmed Eruption,1954 Apr 13,2
Santa Ana,Confirmed Eruption,1954 Apr,2
Nyamulagira,Confirmed Eruption,1954 Feb 21,1
Tolbachik,Confirmed Eruption,1954 Feb 21,2
"Negro, Cerro",Confirmed Eruption,1954 Feb 16,2
Fukutoku-Oka-no-Ba,Uncertain Eruption,1954 Feb 4,0
"Fournaise, Piton de la",Confirmed Eruption,1954 Jan 16,--
